"codigo";"municipio";"escola";"modelo";"turmas";"sexo";"idade";"temp.residencia";"area";"bairro";"nome.escola";"frequencia";"fez.aula";"flona";"nota";"aula";"exoticas";"nativas";"origem_exoticas";"origem_nativas";"indice_exoticas";"indice_nativas";"exotica_aves";"exotica_invertebrado";"exotica_mamifero";"exotica_peixe";"exotica_reptil";"nativa_aves";"nativa_invertebrado";"nativa_mamifero";"nativa_peixe";"nativa_reptil"
231;"Bela Vista de Goiás";"Pública";1;12;"Feminino";"16";"";"Urbana";"alphaville";"Colégio Pedro Viera Januário";"Sempre";"Sim, memorial do cerrado";"Não se aplica";5;"Sim";4;1;3;4;3;1;1;1;1;1;0;0;0;1;0;0
232;"Bela Vista de Goiás";"Pública";1;12;"Masculino";"15";"8";"Urbana";"";"Colégio Pedro Viera Januário";"Frequentemente";"Não fez";"Não se aplica";9;"Não";4;3;4;4;4;3;1;1;1;1;0;1;0;1;0;1
233;"Bela Vista de Goiás";"Pública";1;12;"Masculino";"16";"";"Urbana";"";"Colégio Pedro Viera Januário";"Nunca";"Sim, memorial do cerrado";"Não se aplica";4;"Sim";3;0;3;4;3;0;1;1;1;0;0;0;0;0;0;0
234;"Bela Vista de Goiás";"Pública";1;12;"Masculino";"18";"";"Urbana";"";"Colégio Pedro Viera Januário";"Frequentemente";"Não fez";"Não";1,5;"Não";5;2;3;5;3;2;1;1;1;1;1;1;0;1;0;0
235;"Bela Vista de Goiás";"Pública";1;12;"Masculino";"";"";"Urbana";"vila";"Colégio Pedro Viera Januário";"Raramente";"Sim, parque ou trilha";"Não se aplica";1;"Sim";3;2;3;4;2;2;1;0;1;1;0;1;0;1;0;0
236;"Bela Vista de Goiás";"Pública";1;12;"Masculino";"16";"16";"Urbana";"dona clotilde";"Colégio Pedro Viera Januário";"Ás vezes";"Sim, memorial do cerrado";"Não se aplica";3,3;"Sim";4;3;4;5;4;3;1;1;1;1;0;1;1;1;0;0
237;"Bela Vista de Goiás";"Pública";1;12;"Feminino";"18";"2";"Urbana";"";"Colégio Pedro Viera Januário";"Frequentemente";"Sim, memorial do cerrado";"Não se aplica";0;"Sim";5;2;3;4;3;2;1;1;1;1;1;1;0;1;0;0
238;"Bela Vista de Goiás";"Pública";1;12;"Masculino";"17";"11";"Rural";"";"Colégio Pedro Viera Januário";"Sempre";"Sim, parque ou trilha";"Não se aplica";3,3;"Sim";2;2;3;3;1;2;0;1;0;1;0;1;0;1;0;0
239;"Bela Vista de Goiás";"Pública";1;12;"Feminino";"19";"";"Urbana";"flamboyant";"Colégio Pedro Viera Januário";"Raramente";"Sim, parque ou trilha";"Não se aplica";4;"Sim";4;2;3;4;2;2;1;1;1;0;1;1;0;1;0;0
240;"Bela Vista de Goiás";"Pública";1;12;"Feminino";"15";"15";"Urbana";"las vegas";"Colégio Pedro Viera Januário";"Ás vezes";"Sim, memorial do cerrado";"Não se aplica";5,2;"Sim";4;2;3;4;2;2;1;1;1;0;1;1;0;1;0;0
241;"Bela Vista de Goiás";"Pública";1;12;"Masculino";"16";"16";"Urbana";"centro";"Colégio Pedro Viera Januário";"Sempre";"Não fez";"Não se aplica";3,5;"Não";4;2;1;5;1;2;1;1;1;1;0;1;0;1;0;0
242;"Bela Vista de Goiás";"Pública";1;12;"Masculino";"16";"16";"Urbana";"sussuapara";"Colégio Pedro Viera Januário";"Ás vezes";"Sim, memorial do cerrado";"Não se aplica";3,1;"Sim";4;3;3;4;3;3;1;1;1;1;0;1;1;1;0;0
243;"Bela Vista de Goiás";"Pública";1;12;"Feminino";"16";"";"Urbana";"las vegas";"Colégio Pedro Viera Januário";"Frequentemente";"Não fez";"Não se aplica";2;"Não";2;2;1;3;1;2;1;1;0;0;0;1;0;1;0;0
244;"Bela Vista de Goiás";"Pública";1;12;"Feminino";"16";"16";"Rural";"las vegas";"Colégio Pedro Viera Januário";"Frequentemente";"Sim, memorial do cerrado";"Não se aplica";0,6;"Sim";4;3;3;3;3;2;1;1;1;1;0;1;1;1;0;0
245;"Bela Vista de Goiás";"Pública";1;12;"Feminino";"17";"17";"Urbana";"las vegas";"Colégio Pedro Viera Januário";"Raramente";"Não fez";"Não se aplica";3;"Não";5;4;1;4;1;3;1;1;1;1;1;1;1;1;1;0
246;"Bela Vista de Goiás";"Pública";1;12;"Feminino";"16";"16";"Urbana";"centro";"Colégio Pedro Viera Januário";"Ás vezes";"Não fez";"Não se aplica";2,4;"Não";4;2;0;2;0;2;1;1;1;1;0;0;0;1;1;0
247;"Bela Vista de Goiás";"Pública";1;12;"Feminino";"17";"4";"Urbana";"las vegas";"Colégio Pedro Viera Januário";"Ás vezes";"Não fez";"Não se aplica";4,1;"Não";4;5;5;5;4;5;1;1;1;1;0;1;1;1;1;1
248;"Bela Vista de Goiás";"Pública";1;12;"Masculino";"16";"11";"Urbana";"ulisses guimaraes";"Colégio Pedro Viera Januário";"Frequentemente";"Não fez";"Não se aplica";2,6;"Não";5;3;4;4;4;3;1;1;1;1;1;1;1;1;0;0
249;"Bela Vista de Goiás";"Pública";1;12;"Feminino";"";"5";"Urbana";"";"Colégio Pedro Viera Januário";"Ás vezes";"Não fez";"Não se aplica";3,3;"Não";4;2;2;3;2;2;1;1;1;1;0;1;0;1;0;0
250;"Bela Vista de Goiás";"Pública";1;12;"Feminino";"16";"7";"Urbana";"barcelona";"Colégio Pedro Viera Januário";"Frequentemente";"Sim, memorial do cerrado";"Não se aplica";5;"Sim";4;2;3;4;3;2;1;0;1;1;1;1;0;1;0;0
251;"Bela Vista de Goiás";"Pública";2;13;"Feminino";"15";"";"Rural";"";"Colégio Pedro Viera Januário";"Sempre";"Não fez";"Não se aplica";2;"Não";3;0;2;5;2;0;1;0;1;1;0;0;0;0;0;0
252;"Bela Vista de Goiás";"Pública";2;13;"Feminino";"18";"16";"Urbana";"centro";"Colégio Pedro Viera Januário";"Frequentemente";"Sim, memorial do cerrado";"Não se aplica";2,6;"Sim";4;2;2;3;2;1;1;1;1;1;0;1;0;1;0;0
253;"Bela Vista de Goiás";"Pública";2;13;"Masculino";"15";"";"Urbana";"";"Colégio Pedro Viera Januário";"Raramente";"Não fez";"Não se aplica";1;"Não";4;0;1;5;1;0;1;0;1;1;1;0;0;0;0;0
254;"Bela Vista de Goiás";"Pública";2;13;"Masculino";"17";"4";"Urbana";"centro";"Colégio Pedro Viera Januário";"Ás vezes";"Sim, memorial do cerrado";"Não se aplica";2;"Sim";4;1;2;4;2;0;1;1;1;1;0;0;0;1;0;0
255;"Bela Vista de Goiás";"Pública";2;13;"Masculino";"16";"16";"Urbana";"sussuapara";"Colégio Pedro Viera Januário";"Frequentemente";"Não fez";"Não se aplica";0;"Não";2;1;3;3;0;1;0;1;0;0;1;0;0;0;0;1
256;"Bela Vista de Goiás";"Pública";2;13;"Masculino";"16";"16";"Urbana";"centro";"Colégio Pedro Viera Januário";"Ás vezes";"Sim, memorial do cerrado";"Não se aplica";1,6;"Sim";4;1;2;4;1;1;1;1;1;0;1;0;0;1;0;0
257;"Bela Vista de Goiás";"Pública";2;13;"Masculino";"";"";"Rural";"";"Colégio Pedro Viera Januário";"Ás vezes";"Não fez";"Não se aplica";1,5;"Não";4;0;2;5;2;0;1;0;1;1;1;0;0;0;0;0
259;"Bela Vista de Goiás";"Pública";2;13;"Masculino";"19";"7";"Rural";"";"Colégio Pedro Viera Januário";"Sempre";"Sim, parque ou trilha";"Não se aplica";7;"Sim";4;0;5;3;4;0;1;1;0;1;1;0;0;0;0;0
260;"Bela Vista de Goiás";"Pública";2;13;"Feminino";"4";"4";"Rural";"";"Colégio Pedro Viera Januário";"Sempre";"Sim, memorial do cerrado";"Não se aplica";3,5;"Sim";4;0;2;5;2;0;1;1;1;1;0;0;0;0;0;0
261;"Bela Vista de Goiás";"Pública";2;13;"Feminino";"15";"6";"Urbana";"perola do sul";"Colégio Pedro Viera Januário";"Raramente";"Sim, parque ou trilha";"Não se aplica";1;"Sim";3;0;1;5;1;0;1;0;1;1;0;0;0;0;0;0
262;"Bela Vista de Goiás";"Pública";2;13;"Feminino";"17";"1";"Rural";"";"Colégio Pedro Viera Januário";"Sempre";"Não fez";"Não se aplica";4;"Não";3;1;4;5;3;1;1;1;0;1;0;1;0;0;0;0
263;"Bela Vista de Goiás";"Pública";2;13;"Feminino";"17";"17";"Urbana";"las vegas";"Colégio Pedro Viera Januário";"Raramente";"Não fez";"Não se aplica";5;"Não";3;1;3;4;2;1;1;0;1;1;0;1;0;0;0;0
264;"Bela Vista de Goiás";"Pública";2;13;"Feminino";"16";"16";"Urbana";"sao vicente";"Colégio Pedro Viera Januário";"Frequentemente";"Não fez";"Não se aplica";3;"Não";4;3;4;3;3;2;1;1;1;1;0;1;0;1;1;0
265;"Bela Vista de Goiás";"Pública";2;13;"Feminino";"16";"16";"Urbana";"centro";"Colégio Pedro Viera Januário";"Raramente";"Não fez";"Não se aplica";4,5;"Não";2;2;1;4;0;1;1;0;1;0;0;1;0;1;0;0
266;"Bela Vista de Goiás";"Pública";2;13;"Masculino";"16";"4";"Rural";"";"Colégio Pedro Viera Januário";"Sempre";"Sim, memorial do cerrado";"Não se aplica";3,6;"Sim";4;1;4;4;3;1;1;1;1;1;0;1;0;0;0;0
267;"Bela Vista de Goiás";"Pública";2;13;"Masculino";"17";"10";"Urbana";"sao vicente";"Colégio Pedro Viera Januário";"Raramente";"Não fez";"Não se aplica";3,1;"Não";3;1;3;4;2;1;1;0;1;1;0;1;0;0;0;0
268;"Bela Vista de Goiás";"Pública";2;13;"Masculino";"16";"11";"Urbana";"maria nadir";"Colégio Pedro Viera Januário";"Frequentemente";"Não fez";"Não se aplica";1,5;"Não";3;1;3;2;2;1;1;1;1;0;0;1;0;0;0;0
270;"Bela Vista de Goiás";"Pública";2;13;"Masculino";"17";"4";"Urbana";"dona clotilde";"Colégio Pedro Viera Januário";"Raramente";"Sim, memorial do cerrado";"Não se aplica";3,5;"Sim";3;1;1;4;1;1;1;0;1;1;0;1;0;0;0;0
272;"Bela Vista de Goiás";"Pública";2;13;"Masculino";"16";"16";"Urbana";"";"Colégio Pedro Viera Januário";"Frequentemente";"Sim, memorial do cerrado";"Não se aplica";5,5;"Sim";3;1;2;4;2;1;1;0;1;1;0;1;0;0;0;0
273;"Bela Vista de Goiás";"Pública";2;13;"Masculino";"16";"16";"Urbana";"buritizais";"Colégio Pedro Viera Januário";"Ás vezes";"Sim, memorial do cerrado";"Não se aplica";8;"Sim";2;2;3;3;2;2;0;1;0;1;0;1;0;1;0;0
275;"Bela Vista de Goiás";"Pública";2;13;"Feminino";"17";"2";"Rural";"barcelona";"Colégio Pedro Viera Januário";"Frequentemente";"Não fez";"Não se aplica";6;"Não";2;2;1;2;0;2;1;0;1;0;0;1;0;1;0;0
277;"Bela Vista de Goiás";"Pública";3;14;"Feminino";"15";"15";"Rural";"las vegas";"Colégio Pedro Viera Januário";"Ás vezes";"Não fez";"Não se aplica";2,7;"Não";5;1;3;3;3;1;1;1;1;1;1;1;0;0;0;0
278;"Bela Vista de Goiás";"Pública";3;14;"Masculino";"16";"14";"Urbana";"bambus";"Colégio Pedro Viera Januário";"Ás vezes";"Sim, memorial do cerrado";"Não se aplica";5;"Sim";3;2;2;4;1;2;0;0;1;1;1;1;0;0;0;1
279;"Bela Vista de Goiás";"Pública";3;14;"Feminino";"17";"10";"Urbana";"dona clotilde";"Colégio Pedro Viera Januário";"Sempre";"Não fez";"Não se aplica";6,5;"Não";2;3;1;4;1;2;0;0;0;1;1;1;0;0;1;1
280;"Bela Vista de Goiás";"Pública";3;14;"Masculino";"17";"17";"Urbana";"lucia alice";"Colégio Pedro Viera Januário";"Frequentemente";"Sim, zoologico";"Não se aplica";6,5;"Sim";3;1;4;1;3;0;0;1;1;0;1;1;0;0;0;0
281;"Bela Vista de Goiás";"Pública";3;14;"Feminino";"17";"2";"Urbana";"armando antonio";"Colégio Pedro Viera Januário";"Ás vezes";"Não fez";"Não se aplica";4;"Não";3;2;2;5;2;2;0;0;1;1;1;1;0;0;1;0
282;"Bela Vista de Goiás";"Pública";3;14;"Masculino";"18";"5";"Rural";"";"Colégio Pedro Viera Januário";"Ás vezes";"Não fez";"Não se aplica";3,7;"Não";3;2;5;0;3;0;0;1;0;1;1;1;0;0;0;1
283;"Bela Vista de Goiás";"Pública";3;14;"Feminino";"18";"0,3";"Rural";"";"Colégio Pedro Viera Januário";"Frequentemente";"Não fez";"Não se aplica";4;"Não";1;2;1;3;1;1;0;0;0;0;1;1;1;0;0;0
284;"Bela Vista de Goiás";"Pública";3;14;"Feminino";"16";"16";"Urbana";"sussuapara";"Colégio Pedro Viera Januário";"Raramente";"Sim, memorial do cerrado";"Não se aplica";5,1;"Sim";2;2;1;5;1;2;0;0;0;1;1;1;0;0;0;1
285;"Bela Vista de Goiás";"Pública";3;14;"Masculino";"16";"4";"Urbana";"";"Colégio Pedro Viera Januário";"Ás vezes";"Não fez";"Não se aplica";2,7;"Não";2;2;2;4;1;1;0;0;0;1;1;1;0;0;0;1
286;"Bela Vista de Goiás";"Pública";3;14;"Masculino";"17";"17";"Urbana";"centro";"Colégio Pedro Viera Januário";"Ás vezes";"Não fez";"Não se aplica";3;"Não";2;3;1;4;1;2;0;0;0;1;1;1;0;0;1;1
287;"Bela Vista de Goiás";"Pública";3;14;"Masculino";"16";"16";"Urbana";"centro";"Colégio Pedro Viera Januário";"Frequentemente";"Sim, memorial do cerrado";"Não se aplica";7;"Sim";2;2;1;4;1;1;0;0;0;1;1;1;0;0;0;1
288;"Bela Vista de Goiás";"Pública";3;14;"Masculino";"16";"16";"Urbana";"centro";"Colégio Pedro Viera Januário";"Ás vezes";"Sim, memorial do cerrado";"Não se aplica";7,5;"Sim";2;2;1;3;1;1;0;0;0;1;1;1;0;0;0;1
289;"Bela Vista de Goiás";"Pública";3;14;"Feminino";"15";"";"Rural";"";"Colégio Pedro Viera Januário";"Raramente";"Não fez";"Não se aplica";3;"Não";2;2;1;3;0;2;0;1;1;0;0;1;0;0;0;1
290;"Bela Vista de Goiás";"Pública";3;14;"Feminino";"15";"15";"Urbana";"santo antonio";"Colégio Pedro Viera Januário";"Frequentemente";"Sim, memorial do cerrado";"Não se aplica";0;"Sim";2;1;2;4;1;1;0;0;0;1;1;1;0;0;0;0
291;"Bela Vista de Goiás";"Pública";3;14;"Feminino";"16";"8";"Urbana";"las vegas";"Colégio Pedro Viera Januário";"Ás vezes";"Sim, parque ou trilha";"Não se aplica";1;"Sim";4;1;4;3;3;0;1;0;1;1;1;1;0;0;0;0
292;"Bela Vista de Goiás";"Pública";4;15;"Feminino";"16";"3";"Urbana";"las vegas";"Colégio Pedro Viera Januário";"Frequentemente";"Não fez";"Não se aplica";2,7;"Não";3;3;1;5;1;3;1;0;1;1;0;0;1;0;1;1
293;"Bela Vista de Goiás";"Pública";4;15;"Feminino";"16";"4";"Urbana";"oeste";"Colégio Pedro Viera Januário";"Ás vezes";"Não fez";"Não se aplica";2,5;"Não";5;2;4;5;4;2;1;1;1;1;1;0;0;0;1;1
294;"Bela Vista de Goiás";"Pública";4;15;"Feminino";"17";"17";"Urbana";"perola do sul";"Colégio Pedro Viera Januário";"Ás vezes";"Não fez";"Não se aplica";3;"Não";5;2;4;3;4;2;1;1;1;1;1;0;0;0;1;1
295;"Bela Vista de Goiás";"Pública";4;15;"Feminino";"20";"0,8";"Urbana";"";"Colégio Pedro Viera Januário";"Raramente";"Não fez";"Não se aplica";1;"Não";3;1;3;3;2;1;1;0;1;0;1;0;0;0;1;0
296;"Bela Vista de Goiás";"Pública";4;15;"Feminino";"15";"7";"Rural";"las vegas";"Colégio Pedro Viera Januário";"Ás vezes";"Sim, memorial do cerrado";"Não se aplica";1,5;"Sim";4;3;3;4;2;3;1;0;1;1;1;0;0;1;1;1
297;"Bela Vista de Goiás";"Pública";4;15;"Feminino";"17";"14";"Urbana";"las vegas";"Colégio Pedro Viera Januário";"Frequentemente";"Sim, memorial do cerrado";"Não se aplica";1,5;"Sim";5;3;1;4;1;3;1;1;1;1;1;0;1;0;1;1
298;"Bela Vista de Goiás";"Pública";4;15;"Masculino";"17";"17";"Urbana";"maria nadir";"Colégio Pedro Viera Januário";"Frequentemente";"Sim, memorial do cerrado";"Não se aplica";1,5;"Sim";3;2;1;3;1;0;1;0;1;1;0;0;1;0;0;1
299;"Bela Vista de Goiás";"Pública";4;15;"Masculino";"16";"16";"Urbana";"centro";"Colégio Pedro Viera Januário";"Ás vezes";"Sim, memorial do cerrado";"Não se aplica";8,5;"Sim";3;2;2;5;2;2;0;0;1;1;1;0;1;1;0;0
300;"Bela Vista de Goiás";"Pública";4;15;"Feminino";"16";"16";"Rural";"";"Colégio Pedro Viera Januário";"Sempre";"Não fez";"Não se aplica";3;"Não";4;1;3;3;3;1;1;0;1;1;1;0;1;0;0;0
301;"Bela Vista de Goiás";"Pública";4;15;"Masculino";"16";"";"Rural";"";"Colégio Pedro Viera Januário";"Sempre";"Sim, memorial do cerrado";"Não se aplica";3,5;"Sim";5;2;3;4;3;2;1;1;1;1;1;0;0;0;1;1
302;"Bela Vista de Goiás";"Pública";4;15;"Masculino";"17";"";"Urbana";"";"Colégio Pedro Viera Januário";"Frequentemente";"Sim, memorial do cerrado";"Não se aplica";0;"Sim";5;2;2;5;2;2;1;1;1;1;1;0;0;0;1;1
303;"Bela Vista de Goiás";"Pública";4;15;"Feminino";"16";"";"Rural";"barcelona";"Colégio Pedro Viera Januário";"Frequentemente";"Sim, memorial do cerrado";"Não se aplica";1;"Sim";5;2;2;5;2;2;1;1;1;1;1;0;0;0;1;1
304;"Bela Vista de Goiás";"Pública";4;15;"Feminino";"15";"15";"Rural";"";"Colégio Pedro Viera Januário";"Sempre";"Sim, parque ou trilha";"Não se aplica";6,2;"Sim";5;2;2;5;2;2;1;1;1;1;1;0;1;0;0;1
305;"Bela Vista de Goiás";"Pública";4;15;"Masculino";"";"";"Urbana";"lucia alice";"Colégio Pedro Viera Januário";"Raramente";"Sim, parque ou trilha";"Não se aplica";5,1;"Sim";5;3;4;5;4;3;1;1;1;1;1;0;1;0;1;1
306;"Bela Vista de Goiás";"Pública";4;15;"Feminino";"15";"13";"Urbana";"buritis";"Colégio Pedro Viera Januário";"Ás vezes";"Sim, memorial do cerrado";"Não se aplica";4,5;"Sim";5;3;3;5;3;3;1;1;1;1;1;0;1;0;1;1
307;"Bela Vista de Goiás";"Pública";4;15;"Feminino";"16";"16";"Urbana";"centro";"Colégio Pedro Viera Januário";"Ás vezes";"Sim, memorial do cerrado";"Não se aplica";5,7;"Sim";4;1;3;4;3;1;0;1;1;1;1;0;0;0;0;1
308;"Bela Vista de Goiás";"Pública";4;15;"Feminino";"16";"16";"Urbana";"amando antoni";"Colégio Pedro Viera Januário";"Ás vezes";"Não fez";"Não se aplica";2,2;"Não";5;1;3;3;3;1;1;1;1;1;1;0;0;0;1;0
309;"Bela Vista de Goiás";"Pública";4;15;"Feminino";"17";"0,3";"Urbana";"boa vista";"Colégio Pedro Viera Januário";"Frequentemente";"Não fez";"Não se aplica";3;"Não";5;2;3;1;3;1;1;1;1;1;1;0;1;0;1;0
310;"Bela Vista de Goiás";"Pública";4;15;"Feminino";"19";"";"Rural";"";"Colégio Pedro Viera Januário";"Sempre";"Não fez";"Não se aplica";3,5;"Não";4;1;3;3;2;0;1;1;1;1;0;0;1;0;0;0
311;"Bela Vista de Goiás";"Pública";4;15;"Masculino";"18";"18";"Urbana";"las vegas";"Colégio Pedro Viera Januário";"Sempre";"Sim, parque ou trilha";"Não se aplica";0;"Sim";5;3;3;3;3;3;1;1;1;1;1;0;1;0;1;1
312;"Bela Vista de Goiás";"Pública";4;15;"Masculino";"17";"17";"Urbana";"centro";"Colégio Pedro Viera Januário";"Ás vezes";"Não fez";"Não se aplica";5;"Não";5;3;3;4;3;3;1;1;1;1;1;0;1;0;1;1
313;"Bela Vista de Goiás";"Pública";4;15;"Feminino";"17";"17";"Urbana";"flamboyant";"Colégio Pedro Viera Januário";"Frequentemente";"Sim, memorial do cerrado";"Não se aplica";4,1;"Sim";5;1;1;3;1;1;1;1;1;1;1;0;0;0;1;0
314;"Bela Vista de Goiás";"Pública";4;15;"Feminino";"";"5";"Urbana";"roselandia";"Colégio Pedro Viera Januário";"Frequentemente";"Sim, memorial do cerrado";"Não se aplica";2,1;"Sim";5;3;1;3;1;1;1;1;1;1;1;0;0;1;1;1
315;"Bela Vista de Goiás";"Pública";4;15;"Masculino";"19";"6";"Urbana";"centro";"Colégio Pedro Viera Januário";"Frequentemente";"Não fez";"Não se aplica";2,5;"Não";4;2;3;4;3;2;0;1;1;1;1;0;0;1;0;1
316;"Bela Vista de Goiás";"Pública";4;15;"Masculino";"16";"16";"Urbana";"las vegas";"Colégio Pedro Viera Januário";"Ás vezes";"Não fez";"Não se aplica";3,5;"Não";5;2;3;4;3;2;1;1;1;1;1;0;0;0;1;1
317;"Bela Vista de Goiás";"Pública";1;16;"Masculino";"17";"";"Urbana";"armando antonio";"Colégio Pedro Viera Januário";"Frequentemente";"Não fez";"Não se aplica";5;"Não";4;2;2;5;2;2;1;1;1;1;0;1;0;1;0;0
318;"Bela Vista de Goiás";"Pública";1;16;"Masculino";"16";"11";"Rural";"dona clotilde";"Colégio Pedro Viera Januário";"Raramente";"Não fez";"Não se aplica";6,5;"Não";4;2;3;4;3;2;1;1;1;1;0;1;0;1;0;0
319;"Bela Vista de Goiás";"Pública";1;16;"Feminino";"18";"6";"Urbana";"";"Colégio Pedro Viera Januário";"Ás vezes";"Sim, memorial do cerrado";"Não se aplica";4,7;"Sim";4;2;3;5;3;2;1;1;1;1;0;0;1;1;0;0
320;"Bela Vista de Goiás";"Pública";1;16;"Feminino";"17";"17";"Rural";"";"Colégio Pedro Viera Januário";"Sempre";"Não fez";"Não se aplica";8,5;"Não";4;1;2;3;2;1;1;1;1;1;0;0;0;1;0;0
321;"Bela Vista de Goiás";"Pública";1;16;"Feminino";"16";"14";"Urbana";"lucia alice";"Colégio Pedro Viera Januário";"Raramente";"Não fez";"Não se aplica";5;"Não";5;3;4;4;4;3;1;1;1;1;1;1;0;1;0;1
322;"Bela Vista de Goiás";"Pública";1;16;"Masculino";"18";"18";"Rural";"";"Colégio Pedro Viera Januário";"Frequentemente";"Sim, memorial do cerrado";"Não se aplica";4;"Sim";5;3;4;5;4;3;1;1;1;1;1;1;1;1;0;0
323;"Bela Vista de Goiás";"Pública";1;16;"Feminino";"17";"17";"Urbana";"centro";"Colégio Pedro Viera Januário";"Frequentemente";"Sim, memorial do cerrado";"Não se aplica";7,2;"Sim";5;3;5;5;5;3;1;1;1;1;1;1;1;1;0;0
324;"Bela Vista de Goiás";"Pública";1;16;"Masculino";"19";"";"Urbana";"centro";"Colégio Pedro Viera Januário";"Raramente";"Sim, memorial do cerrado";"Não se aplica";8;"Sim";4;2;3;5;3;2;1;1;1;1;0;1;0;1;0;0
325;"Bela Vista de Goiás";"Pública";1;16;"Masculino";"16";"16";"Rural";"";"Colégio Pedro Viera Januário";"Sempre";"Sim, memorial do cerrado";"Não se aplica";7,2;"Sim";4;2;3;4;3;2;1;1;1;1;0;1;0;1;0;0
326;"Bela Vista de Goiás";"Pública";1;16;"Masculino";"17";"17";"Urbana";"sussuapara";"Colégio Pedro Viera Januário";"Ás vezes";"Sim, memorial do cerrado";"Não se aplica";2,1;"Sim";4;1;3;5;2;1;1;1;1;1;0;0;0;1;0;0
327;"Bela Vista de Goiás";"Pública";1;16;"Masculino";"";"";"Urbana";"";"Colégio Pedro Viera Januário";"Ás vezes";"Sim, zoologico";"Não se aplica";4;"Sim";4;2;3;5;3;2;1;1;1;1;0;1;0;1;0;0
328;"Bela Vista de Goiás";"Pública";1;16;"Feminino";"17";"10";"Rural";"buritizais";"Colégio Pedro Viera Januário";"Raramente";"Não fez";"Não se aplica";2,5;"Não";5;2;2;2;2;1;1;1;1;1;1;0;1;1;0;0
329;"Bela Vista de Goiás";"Pública";1;16;"Masculino";"17";"10";"Urbana";"las vegas";"Colégio Pedro Viera Januário";"Sempre";"Não fez";"Não se aplica";4,5;"Não";5;2;5;5;5;2;1;1;1;1;1;0;1;1;0;0
330;"Bela Vista de Goiás";"Pública";1;16;"Feminino";"";"0,9";"Urbana";"dona clotilde";"Colégio Pedro Viera Januário";"Ás vezes";"Não fez";"Não se aplica";3,5;"Não";5;3;5;5;5;3;1;1;1;1;1;1;1;1;0;0
331;"Bela Vista de Goiás";"Pública";4;16;"Feminino";"16";"16";"Urbana";"las vegas";"Colégio Pedro Viera Januário";"Ás vezes";"Sim, parque ou trilha";"Não se aplica";3,5;"Sim";5;3;1;5;1;3;1;1;1;1;1;0;1;0;1;1
332;"Bela Vista de Goiás";"Pública";4;16;"Masculino";"";"2";"Urbana";"gratao";"Colégio Pedro Viera Januário";"Sempre";"Sim, memorial do cerrado";"Não se aplica";7,7;"Sim";4;4;4;3;3;3;1;1;1;0;1;0;1;1;1;1
333;"Bela Vista de Goiás";"Pública";4;16;"Masculino";"";"";"Urbana";"";"Colégio Pedro Viera Januário";"Ás vezes";"Sim, memorial do cerrado";"Não se aplica";5,5;"Sim";5;4;2;3;2;3;1;1;1;1;1;0;1;1;1;1
334;"Bela Vista de Goiás";"Pública";4;16;"Masculino";"17";"";"Urbana";"";"Colégio Pedro Viera Januário";"Frequentemente";"Sim, memorial do cerrado";"Não se aplica";8;"Sim";5;3;4;4;4;2;1;1;1;1;1;0;1;0;1;1
335;"Bela Vista de Goiás";"Pública";4;16;"Feminino";"16";"12";"Urbana";"centro";"Colégio Pedro Viera Januário";"Frequentemente";"Sim, memorial do cerrado";"Não se aplica";8;"Sim";5;3;4;4;4;2;1;1;1;1;1;0;1;0;1;1
336;"Bela Vista de Goiás";"Pública";4;16;"Feminino";"17";"6";"Rural";"";"Colégio Pedro Viera Januário";"Sempre";"Sim, parque ou trilha";"Não se aplica";5,7;"Sim";5;1;1;4;1;1;1;1;1;1;1;0;0;0;0;1
337;"Bela Vista de Goiás";"Pública";4;16;"Feminino";"18";"";"Rural";"";"Colégio Pedro Viera Januário";"Sempre";"Sim, memorial do cerrado";"Não se aplica";5,6;"Sim";4;2;3;4;2;2;1;1;1;1;0;0;0;0;1;1
338;"Bela Vista de Goiás";"Pública";4;16;"Feminino";"17";"1";"Urbana";"";"Colégio Pedro Viera Januário";"Raramente";"Sim, memorial do cerrado";"Não se aplica";1,2;"Sim";5;3;2;5;2;3;1;1;1;1;1;0;1;0;1;1
339;"Bela Vista de Goiás";"Pública";4;16;"Feminino";"18";"18";"Urbana";"flamboyant";"Colégio Pedro Viera Januário";"Ás vezes";"Sim, memorial do cerrado";"Não se aplica";1,6;"Sim";4;1;3;3;3;1;0;1;1;1;1;1;0;0;0;0
340;"Bela Vista de Goiás";"Pública";4;16;"Feminino";"17";"17";"Urbana";"roselandia";"Colégio Pedro Viera Januário";"Frequentemente";"Sim, memorial do cerrado";"Não se aplica";8,5;"Sim";4;2;2;3;2;2;1;1;1;1;0;0;0;0;1;1
341;"Bela Vista de Goiás";"Pública";1;17;"Feminino";"17";"10";"Urbana";"sao vicente";"Colégio Pedro Viera Januário";"Ás vezes";"Sim, zoologico";"Não se aplica";0;"Sim";4;3;1;3;1;1;1;1;1;1;0;1;1;1;0;0
342;"Bela Vista de Goiás";"Pública";1;17;"Feminino";"16";"0,9";"Rural";"";"Colégio Pedro Viera Januário";"Raramente";"Não fez";"Não se aplica";3,2;"Não";5;2;3;3;3;2;1;1;1;1;1;1;0;1;0;0
343;"Bela Vista de Goiás";"Pública";2;17;"Masculino";"18";"10";"Rural";"";"Colégio Pedro Viera Januário";"Sempre";"Sim, memorial do cerrado";"Não se aplica";0;"Sim";4;1;2;5;1;1;1;1;1;1;0;0;0;0;1;0
